name;country_un_registery;users;purposes;orbit_class;perigee_km;apogee_km;inclination_deg;period_minutes;launch_mass_kg;launch_date;expected_lifetime_yrs;launch_site;launch_vehicle;operator;operatory_country
Starlink-4486;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4487;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4488;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4489;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4490 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4491 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4492 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4493;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4494;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4495;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4496 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4497 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4498 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4499 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4500 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4501;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4502;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4503;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4504;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4505;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4506;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4507 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4508;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4509 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4510 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4511;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4512 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4513;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4514;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4515 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4516;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4517 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4518;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4519 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4520 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4521 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4522 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4523 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4524 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4525 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4526 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4527 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4528 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4529 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4530 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4531 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4532 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4533 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4534 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4535 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4536 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;11.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4537 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4538 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4539 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4540 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4541 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4542 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4543 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4544 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4545 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4546 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4547;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4548 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4549 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4550;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4551;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4552 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4553;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4554;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4555;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4556;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4557 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4558 ;USA;Commercial;Communications;LEO;538;541;53.2;95.4;260;10.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4559;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4560;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4561;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4562;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4564;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4565;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4566;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4567 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;04.10.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4568;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4569;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4571;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4572;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4573;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4574 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4575;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4576;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4577;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4578 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;04.10.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4579;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4580;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4581;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4582;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4583;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4584;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4585;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;19.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4586;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4587;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4588;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4589 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4590;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4591;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4592;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4593;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4594;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4595;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4596;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4597;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4598;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4599;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4600;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4601;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4602;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4603;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4604;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4605;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4606;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4607 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4608;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4609;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4610;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4612 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4614 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4615;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4616 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4617;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4618 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4619 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;28.10.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4620;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4621;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4622;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4624;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4625;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4626;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4627;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4629 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;04.10.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4630;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4631 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;11.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4632;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4633 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;04.10.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4634 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;04.10.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4635 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;04.10.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4636 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4637 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4639 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;04.10.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4640 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4641 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4642 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4643 ;USA;Commercial;Communications;LEO;565;567;43;95.8;260;28.12.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4644 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4645 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4646 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4647;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4648;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4649 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;19.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4650;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4651 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4652 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4653;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4654;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4655;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4656 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4658;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4659 ;USA;Commercial;Communications;LEO;565;567;43;95.8;260;28.12.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4660;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4661 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4662 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4663 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4664 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;11.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4666 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;11.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4667;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4668;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4669 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4670;;Commercial;Communications;LEO;556;560;97.6;95.8;260;31.08.2022;4;Vandenberg AFB;Falcon 9;SpaceX;USA
Starlink-4670 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4671;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4672;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4673;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4674;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4675;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4676;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4677;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4678 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;11.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4679 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;11.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4680 ;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4681;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4682;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4683;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4684;USA;Commercial;Communications;LEO;539;541;53.2;95.4;260;28.08.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
Starlink-4685;USA;Commercial;Communications;LEO;539;541;53;95.4;260;05.09.2022;4;Cape Canaveral;Falcon 9;SpaceX;USA
